chr	res	node	FDR	emp.pval
chr3	5kb	5kb_2_1_5225000_5230000	0.01	0.0000799992000079999
chr3	5kb	5kb_4_6_5020000_5035000	0.01	0.00000999990000099999
chr3	5kb	5kb_2_1_5020000_5025000	0.01	0.00000999990000099999
chr3	5kb	5kb_31_465_4690000_5095000	0.01	0.000959990400095999
chr3	5kb	5kb_18_153_4755000_5095000	0.01	0.000109998900011
chr3	5kb	5kb_11_55_5040000_5095000	0.01	0.00000999990000099999
chr3	5kb	5kb_6_15_5040000_5065000	0.01	0.00000999990000099999
chr3	5kb	5kb_3_3_5055000_5065000	0.01	0.00000999990000099999
chr3	5kb	5kb_5_10_37335000_37355000	0.01	0.000159998400016
chr3	5kb	5kb_3_3_37335000_37345000	0.01	0.000019999800002
chr3	5kb	5kb_9_36_23780000_23820000	0.01	0.000169998300017
chr3	5kb	5kb_4_6_23780000_23795000	0.01	0.000029999700003
chr3	5kb	5kb_2_1_23780000_23785000	0.01	0.00000999990000099999
chr3	5kb	5kb_9_36_27665000_27705000	0.01	0.000139998600014
chr3	5kb	5kb_12_66_44000000_44060000	0.01	0.000019999800002
chr3	5kb	5kb_7_21_44030000_44060000	0.01	0.00000999990000099999
chr3	5kb	5kb_3_3_44030000_44040000	0.01	0.00000999990000099999
chr3	5kb	5kb_2_1_44035000_44040000	0.01	0.00000999990000099999
chr3	5kb	5kb_5_10_45035000_45055000	0.01	0.000909990900090999
chr3	5kb	5kb_3_3_45035000_45045000	0.01	0.000169998300017
chr3	5kb	5kb_4_6_42055000_42070000	0.01	0.00000999990000099999
chr3	5kb	5kb_5_10_42095000_42115000	0.01	0.000029999700003
chr3	5kb	5kb_5_10_39190000_39210000	0.01	0.000129998700013
chr3	5kb	5kb_3_3_39190000_39200000	0.01	0.0000999990000099999
chr3	5kb	5kb_2_1_50290000_50295000	0.01	0.000019999800002
chr3	5kb	5kb_7_21_128510000_128550000	0.01	0.00000999990000099999
chr3	5kb	5kb_5_10_128530000_128550000	0.01	0.00000999990000099999
chr3	5kb	5kb_3_3_128530000_128550000	0.01	0.00000999990000099999
chr3	5kb	5kb_2_1_128530000_128535000	0.01	0.00000999990000099999
chr3	5kb	5kb_4_6_134030000_134045000	0.01	0.000019999800002
chr3	5kb	5kb_16_120_138545000_138625000	0.01	0.00000999990000099999
chr3	5kb	5kb_7_21_138545000_138575000	0.01	0.00000999990000099999
chr3	5kb	5kb_31_465_119790000_119945000	0.01	0.00000999990000099999
chr3	5kb	5kb_16_120_119790000_119865000	0.01	0.00000999990000099999
chr3	5kb	5kb_6_15_119790000_119815000	0.01	0.00000999990000099999
chr3	5kb	5kb_3_3_119805000_119815000	0.01	0.00000999990000099999
chr3	5kb	5kb_3_3_120115000_120125000	0.01	0.00000999990000099999
chr3	5kb	5kb_2_1_120115000_120120000	0.01	0.00000999990000099999
chr3	5kb	5kb_3_3_121405000_121415000	0.01	0.000269997300027
chr3	5kb	5kb_2_1_149285000_149290000	0.01	0.0000999990000099999
chr3	5kb	5kb_47_1077_150000000_150245000	0.01	0.00000999990000099999
chr3	5kb	5kb_44_946_150000000_150240000	0.01	0.00000999990000099999
chr3	5kb	5kb_27_351_150000000_150140000	0.01	0.00000999990000099999
chr3	5kb	5kb_14_91_150070000_150140000	0.01	0.00000999990000099999
chr3	5kb	5kb_11_55_150070000_150120000	0.01	0.000589994100058999
chr3	5kb	5kb_5_10_150070000_150090000	0.01	0.000389996100039
chr3	5kb	5kb_2_1_150085000_150090000	0.01	0.0000499995000049999
chr3	5kb	5kb_2_1_184030000_184035000	0.01	0.0000999990000099999
chr3	5kb	5kb_7_21_188010000_188045000	0.01	0.000409995900041
chr3	5kb	5kb_3_3_188010000_188020000	0.01	0.000559994400055999
chr3	5kb	5kb_2_1_188010000_188015000	0.01	0.000139998600014
chr3	5kb	5kb_8_28_187950000_188005000	0.01	0.000709992900070999
chr3	5kb	5kb_4_6_187980000_188005000	0.01	0.001149988500115
chr3	5kb	5kb_2_1_187980000_187985000	0.01	0.00019999800002
chr3	5kb	5kb_8_28_187460000_187495000	0.01	0.000029999700003
chr3	5kb	5kb_3_3_187460000_187470000	0.01	0.00000999990000099999
chr3	5kb	5kb_7_21_66500000_66545000	0.01	0.000339996600034
chr3	5kb	5kb_4_6_66525000_66545000	0.01	0.00000999990000099999
chr3	5kb	5kb_2_1_66540000_66545000	0.01	0.00000999990000099999
chr3	5kb	5kb_8_28_71075000_71110000	0.01	0.000029999700003
chr3	5kb	5kb_4_6_71095000_71110000	0.01	0.00000999990000099999
chr3	5kb	5kb_2_1_71105000_71110000	0.01	0.00000999990000099999
chr3	5kb	5kb_8_28_71115000_71150000	0.01	0.0000799992000079999
chr3	5kb	5kb_4_6_71135000_71150000	0.01	0.0000699993000069999
chr3	5kb	5kb_6_15_71610000_71635000	0.01	0.0000499995000049999
chr3	5kb	5kb_2_1_71630000_71635000	0.01	0.00000999990000099999
chr3	5kb	5kb_24_276_72970000_73095000	0.01	0.000369996300037
chr3	5kb	5kb_15_105_72970000_73040000	0.01	0.00019999800002
chr3	5kb	5kb_12_66_64175000_64490000	0.01	0.0000599994000059999
chr3	5kb	5kb_3_3_101570000_101580000	0.01	0.000229997700023
chr3	5kb	5kb_14_91_109050000_109115000	0.01	0.000019999800002
chr3	5kb	5kb_7_21_109050000_109080000	0.01	0.00000999990000099999
chr3	5kb	5kb_3_3_109070000_109080000	0.01	0.0000699993000069999
chr3	5kb	5kb_2_1_109070000_109075000	0.01	0.000039999600004
chr3	5kb	5kb_4_6_109050000_109065000	0.01	0.000169998300017
chr3	5kb	5kb_2_1_109050000_109055000	0.01	0.000119998800012
chr3	5kb	5kb_8_28_112140000_112175000	0.01	0.00000999990000099999
chr3	5kb	5kb_4_6_112140000_112155000	0.01	0.00000999990000099999
chr3	5kb	5kb_8_28_113460000_113495000	0.01	0.000699993000069999
chr3	5kb	5kb_4_6_113460000_113475000	0.01	0.000459995400046
chr3	5kb	5kb_2_1_113460000_113465000	0.01	0.000349996500035
chr3	5kb	5kb_6_15_119000000_119035000	0.01	0.0000999990000099999
chr3	5kb	5kb_4_6_115490000_115505000	0.01	0.00000999990000099999
chr3	5kb	5kb_2_1_115500000_115505000	0.01	0.00000999990000099999
chr3	5kb	5kb_7_21_98595000_98625000	0.01	0.000029999700003
chr3	5kb	5kb_3_3_98615000_98625000	0.01	0.000219997800022
chr3	5kb	5kb_2_1_98620000_98625000	0.01	0.000189998100019
chr3	5kb	5kb_8_28_98500000_98535000	0.01	0.00000999990000099999
chr3	5kb	5kb_4_6_98500000_98515000	0.01	0.00000999990000099999
chr3	5kb	5kb_4_6_98520000_98535000	0.01	0.00000999990000099999
chr3	5kb	5kb_2_1_98530000_98535000	0.01	0.00000999990000099999
chr3	5kb	5kb_2_1_98230000_98235000	0.01	0.00000999990000099999
chr3	5kb	5kb_6_15_105100000_105125000	0.01	0.003279967200328
chr3	5kb	5kb_7_21_66000000_66030000	0.01	0.00000999990000099999
chr3	5kb	5kb_4_6_28380000_28395000	0.01	0.000109998900011
chr3	5kb	5kb_7_21_37000000_37030000	0.01	0.000429995700043
chr3	5kb	5kb_5_10_185290000_185310000	0.01	0.003569964300357
chr3	5kb	5kb_29_406_167420000_167595000	0.01	0.000699993000069999
chr3	5kb	5kb_17_136_81710000_81815000	0.01	0.000339996600034
chr4	500kb	500kb_90_4005_106000000_162500000	0.01	0.0000699993000069999
chr4	500kb	500kb_9_36_37500000_41500000	0.01	0.00000999990000099999
chr4	100kb	100kb_92_4186_106000000_115200000	0.01	0.000019999800002
chr4	100kb	100kb_57_1596_138800000_144400000	0.01	0.00000999990000099999
chr4	100kb	100kb_79_3081_81100000_89400000	0.01	0.00000999990000099999
chr4	100kb	100kb_52_1326_100800000_105900000	0.01	0.00000999990000099999
chr4	100kb	100kb_53_1378_76300000_81900000	0.01	0.00000999990000099999
chr4	50kb	50kb_8_28_174000000_174350000	0.01	0.00000999990000099999
chr4	50kb	50kb_13_78_108900000_109500000	0.01	0.00000999990000099999
chr4	50kb	50kb_11_55_110900000_111400000	0.01	0.00019999800002
chr4	50kb	50kb_15_105_113500000_114200000	0.01	0.00000999990000099999
chr4	50kb	50kb_9_36_122200000_122600000	0.01	0.00000999990000099999
chr4	50kb	50kb_19_171_140550000_141450000	0.01	0.00000999990000099999
chr4	50kb	50kb_4_6_16800000_17450000	0.01	0.000019999800002
chr4	50kb	50kb_5_10_26200000_26400000	0.01	0.00000999990000099999
chr4	50kb	50kb_30_435_39350000_40800000	0.01	0.00000999990000099999
chr4	50kb	50kb_16_120_40050000_40800000	0.01	0.00000999990000099999
chr4	50kb	50kb_14_91_39350000_40000000	0.01	0.00000999990000099999
chr4	50kb	50kb_5_10_57250000_57450000	0.01	0.000779992200077999
chr4	50kb	50kb_4_6_93200000_93350000	0.01	0.0000599994000059999
chr4	50kb	50kb_4_6_83200000_83350000	0.01	0.00000999990000099999
chr4	50kb	50kb_7_21_87800000_88100000	0.01	0.00000999990000099999
chr4	50kb	50kb_22_231_77050000_78100000	0.01	0.00000999990000099999
chr4	10kb	10kb_13_78_113560000_113680000	0.01	0.00000999990000099999
chr4	10kb	10kb_21_210_123650000_123850000	0.01	0.000339996600034
chr4	10kb	10kb_28_378_122370000_122640000	0.01	0.00000999990000099999
chr4	10kb	10kb_8_28_122570000_122640000	0.01	0.00000999990000099999
chr4	10kb	10kb_36_630_129430000_129790000	0.01	0.000819991800081999
chr4	10kb	10kb_12_66_129200000_129310000	0.01	0.00000999990000099999
chr4	10kb	10kb_34_561_139090000_139420000	0.01	0.000429995700043
chr4	10kb	10kb_9_36_139090000_139180000	0.01	0.00000999990000099999
chr4	10kb	10kb_73_2628_140550000_141270000	0.01	0.00000999990000099999
chr4	10kb	10kb_38_703_140550000_140920000	0.01	0.000149998500015
chr4	10kb	10kb_35_595_140930000_141270000	0.01	0.00000999990000099999
chr4	10kb	10kb_26_325_140930000_141180000	0.01	0.00000999990000099999
chr4	10kb	10kb_19_171_16800000_17490000	0.01	0.000019999800002
chr4	10kb	10kb_10_45_16800000_16890000	0.01	0.00000999990000099999
chr4	10kb	10kb_24_276_26740000_26990000	0.01	0.000029999700003
chr4	10kb	10kb_12_66_26860000_26990000	0.01	0.00000999990000099999
chr4	10kb	10kb_17_136_48830000_48990000	0.01	0.0000999990000099999
chr4	10kb	10kb_9_36_48830000_48910000	0.01	0.00000999990000099999
chr4	10kb	10kb_34_561_40360000_40720000	0.01	0.00000999990000099999
chr4	10kb	10kb_22_231_39450000_39660000	0.01	0.000039999600004
chr4	10kb	10kb_43_903_38260000_38680000	0.01	0.00000999990000099999
chr4	10kb	10kb_22_231_38460000_38670000	0.01	0.00000999990000099999
chr4	10kb	10kb_13_78_54340000_55090000	0.01	0.000589994100058999
chr4	10kb	10kb_8_28_54340000_55090000	0.01	0.000169998300017
chr4	10kb	10kb_28_378_102080000_102380000	0.01	0.000379996200038
chr4	10kb	10kb_17_136_102080000_102250000	0.01	0.000329996700033
chr4	10kb	10kb_9_36_102170000_102250000	0.01	0.00000999990000099999
chr4	10kb	10kb_4_6_66940000_66970000	0.01	0.000019999800002
chr4	10kb	10kb_16_120_62000000_62150000	0.01	0.000449995500045
chr4	10kb	10kb_9_36_62000000_62080000	0.01	0.000039999600004
chr4	10kb	10kb_10_45_71670000_71760000	0.01	0.000019999800002
chr4	10kb	10kb_8_28_74460000_74590000	0.01	0.000479995200048
chr4	10kb	10kb_10_45_78910000_79000000	0.01	0.000209997900021
chr4	10kb	10kb_4_6_78970000_79000000	0.01	0.0000599994000059999
chr4	10kb	10kb_22_231_76550000_76760000	0.01	0.000949990500094999
chr4	10kb	10kb_12_66_76550000_76660000	0.01	0.00000999990000099999
chr4	10kb	10kb_19_171_77960000_78140000	0.01	0.00000999990000099999
chr4	10kb	10kb_33_528_77350000_77700000	0.01	0.000929990700092999
chr4	5kb	5kb_8_28_152210000_152245000	0.01	0.00000999990000099999
chr4	5kb	5kb_7_21_154675000_154705000	0.01	0.0000799992000079999
chr4	5kb	5kb_4_6_154690000_154705000	0.01	0.00000999990000099999
chr4	5kb	5kb_2_1_154700000_154705000	0.01	0.00000999990000099999
chr4	5kb	5kb_4_6_155485000_155500000	0.01	0.000739992600073999
chr4	5kb	5kb_2_1_155485000_155490000	0.01	0.000219997800022
chr4	5kb	5kb_4_6_160020000_160035000	0.01	0.000239997600024
chr4	5kb	5kb_2_1_160020000_160025000	0.01	0.000219997800022
chr4	5kb	5kb_3_3_166400000_166410000	0.01	0.0000699993000069999
chr4	5kb	5kb_2_1_166405000_166410000	0.01	0.00000999990000099999
chr4	5kb	5kb_12_66_169755000_169810000	0.01	0.0000499995000049999
chr4	5kb	5kb_5_10_169790000_169810000	0.01	0.000019999800002
chr4	5kb	5kb_2_1_169790000_169795000	0.01	0.00000999990000099999
chr4	5kb	5kb_14_91_169940000_170005000	0.01	0.000189998100019
chr4	5kb	5kb_8_28_169970000_170005000	0.01	0.000559994400055999
chr4	5kb	5kb_4_6_169990000_170005000	0.01	0.000109998900011
chr4	5kb	5kb_2_1_169990000_169995000	0.01	0.00000999990000099999
chr4	5kb	5kb_9_36_164405000_164445000	0.01	0.001849981500185
chr4	5kb	5kb_3_3_164405000_164415000	0.01	0.000039999600004
chr4	5kb	5kb_12_66_166315000_166390000	0.01	0.000339996600034
chr4	5kb	5kb_19_171_165710000_165800000	0.01	0.00029999700003
chr4	5kb	5kb_8_28_165710000_165800000	0.01	0.000159998400016
chr4	5kb	5kb_11_55_183330000_183390000	0.01	0.000149998500015
chr4	5kb	5kb_5_10_183370000_183390000	0.01	0.000129998700013
chr4	5kb	5kb_3_3_183370000_183380000	0.01	0.000029999700003
chr4	5kb	5kb_2_1_183370000_183375000	0.01	0.000019999800002
chr4	5kb	5kb_12_66_174220000_174285000	0.01	0.00000999990000099999
chr4	5kb	5kb_15_105_175420000_175500000	0.01	0.002289977100229
chr4	5kb	5kb_6_15_175420000_175445000	0.01	0.000019999800002
chr4	5kb	5kb_3_3_175435000_175445000	0.01	0.00000999990000099999
chr4	5kb	5kb_2_1_175435000_175440000	0.01	0.00000999990000099999
chr4	5kb	5kb_2_1_187160000_187165000	0.01	0.00000999990000099999
chr4	5kb	5kb_32_496_109015000_109255000	0.01	0.00000999990000099999
chr4	5kb	5kb_18_153_109015000_109175000	0.01	0.00000999990000099999
chr4	5kb	5kb_9_36_109015000_109115000	0.01	0.00000999990000099999
chr4	5kb	5kb_7_21_109075000_109115000	0.01	0.00000999990000099999
chr4	5kb	5kb_4_6_109075000_109095000	0.01	0.00000999990000099999
chr4	5kb	5kb_5_10_110945000_110965000	0.01	0.000139998600014
chr4	5kb	5kb_2_1_110960000_110965000	0.01	0.000019999800002
chr4	5kb	5kb_2_1_111550000_111555000	0.01	0.0000699993000069999
chr4	5kb	5kb_5_10_113560000_113685000	0.01	0.00000999990000099999
chr4	5kb	5kb_3_3_113560000_113570000	0.01	0.00000999990000099999
chr4	5kb	5kb_2_1_113565000_113570000	0.01	0.00000999990000099999
chr4	5kb	5kb_11_55_115460000_115520000	0.01	0.000359996400036
chr4	5kb	5kb_6_15_115495000_115520000	0.01	0.000269997300027
chr4	5kb	5kb_4_6_115505000_115520000	0.01	0.000229997700023
chr4	5kb	5kb_2_1_115515000_115520000	0.01	0.000209997900021
chr4	5kb	5kb_14_91_123650000_123805000	0.01	0.000349996500035
chr4	5kb	5kb_10_45_123750000_123805000	0.01	0.00000999990000099999
chr4	5kb	5kb_5_10_123775000_123805000	0.01	0.0000899991000089999
chr4	5kb	5kb_5_10_123750000_123770000	0.01	0.000019999800002
chr4	5kb	5kb_3_3_123750000_123760000	0.01	0.000039999600004
chr4	5kb	5kb_2_1_123750000_123755000	0.01	0.00000999990000099999
chr4	5kb	5kb_9_36_122570000_122610000	0.01	0.00000999990000099999
chr4	5kb	5kb_5_10_122590000_122610000	0.01	0.00000999990000099999
chr4	5kb	5kb_2_1_122590000_122595000	0.01	0.00000999990000099999
chr4	5kb	5kb_3_3_122600000_122610000	0.01	0.00000999990000099999
chr4	5kb	5kb_2_1_122605000_122610000	0.01	0.000239997600024
chr4	5kb	5kb_57_1593_129430000_129795000	0.01	0.00029999700003
chr4	5kb	5kb_26_325_129430000_129795000	0.01	0.000249997500025
chr4	5kb	5kb_15_105_129490000_129795000	0.01	0.000149998500015
chr4	5kb	5kb_7_21_129490000_129750000	0.01	0.000039999600004
chr4	5kb	5kb_3_3_129490000_129730000	0.01	0.000039999600004
chr4	5kb	5kb_15_105_129200000_129270000	0.01	0.0000499995000049999
chr4	5kb	5kb_8_28_129200000_129235000	0.01	0.000129998700013
chr4	5kb	5kb_2_1_129200000_129205000	0.01	0.00000999990000099999
chr4	5kb	5kb_6_15_128970000_128995000	0.01	0.00000999990000099999
chr4	5kb	5kb_9_36_139135000_139185000	0.01	0.00000999990000099999
chr4	5kb	5kb_6_15_139135000_139160000	0.01	0.00000999990000099999
chr4	5kb	5kb_14_91_140975000_141070000	0.01	0.00000999990000099999
chr4	5kb	5kb_7_21_140975000_141015000	0.01	0.00000999990000099999
chr4	5kb	5kb_3_3_141005000_141015000	0.01	0.00000999990000099999
chr4	5kb	5kb_2_1_141010000_141015000	0.01	0.00000999990000099999
chr4	5kb	5kb_4_6_146835000_146850000	0.01	0.000889991100088999
chr4	5kb	5kb_2_1_146835000_146840000	0.01	0.000149998500015
chr4	5kb	5kb_6_15_11150000_11435000	0.01	0.000319996800032
chr4	5kb	5kb_3_3_11425000_11435000	0.01	0.00019999800002
chr4	5kb	5kb_2_1_11425000_11430000	0.01	0.00019999800002
chr4	5kb	5kb_7_21_16580000_16610000	0.01	0.00049999500005
chr4	5kb	5kb_3_3_16600000_16610000	0.01	0.000479995200048
chr4	5kb	5kb_7_21_17545000_17575000	0.01	0.000019999800002
chr4	5kb	5kb_5_10_16875000_16895000	0.01	0.00000999990000099999
chr4	5kb	5kb_3_3_16875000_16885000	0.01	0.000019999800002
chr4	5kb	5kb_2_1_16880000_16885000	0.01	0.00000999990000099999
chr4	5kb	5kb_8_28_24460000_24495000	0.01	0.002039979600204
chr4	5kb	5kb_3_3_24460000_24470000	0.01	0.000169998300017
chr4	5kb	5kb_4_6_24050000_24065000	0.01	0.000909990900090999
chr4	5kb	5kb_2_1_24050000_24055000	0.01	0.000139998600014
chr4	5kb	5kb_32_496_24580000_24735000	0.01	0.000259997400026
chr4	5kb	5kb_19_171_24580000_24670000	0.01	0.000129998700013
chr4	5kb	5kb_8_28_24580000_24670000	0.01	0.00000999990000099999
chr4	5kb	5kb_3_3_26320000_26330000	0.01	0.00000999990000099999
chr4	5kb	5kb_2_1_26320000_26325000	0.01	0.00000999990000099999
chr4	5kb	5kb_13_78_26860000_26935000	0.01	0.000029999700003
chr4	5kb	5kb_6_15_26860000_26885000	0.01	0.000019999800002
chr4	5kb	5kb_5_10_30700000_30720000	0.01	0.000699993000069999
chr4	5kb	5kb_2_1_30715000_30720000	0.01	0.000569994300056999
chr4	5kb	5kb_7_21_48830000_48860000	0.01	0.00000999990000099999
chr4	5kb	5kb_4_6_48830000_48845000	0.01	0.00000999990000099999
chr4	5kb	5kb_3_3_41265000_41275000	0.01	0.00000999990000099999
chr4	5kb	5kb_2_1_41265000_41270000	0.01	0.00000999990000099999
chr4	5kb	5kb_20_190_40620000_40725000	0.01	0.00000999990000099999
chr4	5kb	5kb_13_78_40620000_40680000	0.01	0.00000999990000099999
chr4	5kb	5kb_7_21_40620000_40650000	0.01	0.00000999990000099999
chr4	5kb	5kb_3_3_40620000_40630000	0.01	0.00000999990000099999
chr4	5kb	5kb_2_1_40625000_40630000	0.01	0.00000999990000099999
chr4	5kb	5kb_11_55_39615000_39665000	0.01	0.000109998900011
chr4	5kb	5kb_6_15_39615000_39640000	0.01	0.0000699993000069999
chr4	5kb	5kb_2_1_39635000_39640000	0.01	0.000129998700013
chr4	5kb	5kb_4_6_38585000_38670000	0.01	0.00000999990000099999
chr4	5kb	5kb_2_1_38665000_38670000	0.01	0.00000999990000099999
chr4	5kb	5kb_6_15_57305000_57330000	0.01	0.0000799992000079999
chr4	5kb	5kb_3_3_57320000_57330000	0.01	0.0000599994000059999
chr4	5kb	5kb_14_91_54770000_55095000	0.01	0.000529994700053
chr4	5kb	5kb_9_36_54770000_55095000	0.01	0.000209997900021
chr4	5kb	5kb_5_10_54770000_55095000	0.01	0.00049999500005
chr4	5kb	5kb_3_3_55085000_55095000	0.01	0.00039999600004
chr4	5kb	5kb_7_21_785000_815000	0.01	0.0000899991000089999
chr4	5kb	5kb_13_78_83290000_83350000	0.01	0.00000999990000099999
chr4	5kb	5kb_4_6_83290000_83350000	0.01	0.00000999990000099999
chr4	5kb	5kb_3_3_83340000_83350000	0.01	0.00000999990000099999
chr4	5kb	5kb_2_1_83340000_83345000	0.01	0.000179998200018
chr4	5kb	5kb_7_21_87855000_87885000	0.01	0.00000999990000099999
chr4	5kb	5kb_4_6_87870000_87885000	0.01	0.00000999990000099999
chr4	5kb	5kb_2_1_87880000_87885000	0.01	0.0000799992000079999
chr4	5kb	5kb_7_21_87925000_87970000	0.01	0.00000999990000099999
chr4	5kb	5kb_5_10_87925000_87945000	0.01	0.000019999800002
chr4	5kb	5kb_22_231_89005000_89110000	0.01	0.003349966500335
chr4	5kb	5kb_10_45_89065000_89110000	0.01	0.000029999700003
chr4	5kb	5kb_5_10_89065000_89085000	0.01	0.0000499995000049999
chr4	5kb	5kb_3_3_89075000_89085000	0.01	0.000039999600004
chr4	5kb	5kb_4_6_89450000_89485000	0.01	0.002649973500265
chr4	5kb	5kb_2_1_89450000_89455000	0.01	0.000609993900060999
chr4	5kb	5kb_4_6_88775000_88855000	0.01	0.000129998700013
chr4	5kb	5kb_3_3_88845000_88855000	0.01	0.0000699993000069999
chr4	5kb	5kb_2_1_88845000_88850000	0.01	0.000029999700003
chr4	5kb	5kb_5_10_88880000_88905000	0.01	0.00000999990000099999
chr4	5kb	5kb_3_3_88895000_88905000	0.01	0.00000999990000099999
chr4	5kb	5kb_2_1_102195000_102200000	0.01	0.000139998600014
chr4	5kb	5kb_5_10_66940000_66960000	0.01	0.000019999800002
chr4	5kb	5kb_2_1_66955000_66960000	0.01	0.000019999800002
chr4	5kb	5kb_8_28_62050000_62085000	0.01	0.000029999700003
chr4	5kb	5kb_5_10_62065000_62085000	0.01	0.000019999800002
chr4	5kb	5kb_2_1_79780000_79785000	0.01	0.000179998200018
chr4	5kb	5kb_18_153_79640000_79725000	0.01	0.000029999700003
chr4	5kb	5kb_7_21_79695000_79725000	0.01	0.00000999990000099999
chr4	5kb	5kb_2_1_76565000_76570000	0.01	0.000019999800002
chr4	5kb	5kb_4_6_77960000_77980000	0.01	0.000039999600004
chr4	5kb	5kb_3_3_77970000_77980000	0.01	0.000039999600004
chr4	5kb	5kb_8_28_77505000_77540000	0.01	0.0000599994000059999
chr4	5kb	5kb_5_10_77505000_77525000	0.01	0.0000599994000059999
chr4	5kb	5kb_2_1_77505000_77510000	0.01	0.00000999990000099999
chr4	5kb	5kb_14_91_77350000_77425000	0.01	0.000389996100039
chr4	5kb	5kb_43_901_114460000_114685000	0.01	0.003649963500365
chr4	5kb	5kb_3_3_120435000_120445000	0.01	0.00049999500005
chr4	5kb	5kb_2_1_134070000_134075000	0.01	0.000789992100078999
chr4	5kb	5kb_17_136_140550000_140635000	0.01	0.004589954100459
chr4	5kb	5kb_5_10_48760000_48780000	0.01	0.001709982900171
chr4	5kb	5kb_8_28_93200000_93235000	0.01	0.000029999700003
chr4	5kb	5kb_4_6_93680000_93695000	0.01	0.001049989500105
chr4	5kb	5kb_6_15_93550000_93575000	0.01	0.002869971300287
chr4	5kb	5kb_2_1_83770000_83775000	0.01	0.00000999990000099999
chr4	5kb	5kb_13_78_71705000_71765000	0.01	0.000019999800002
chr4	5kb	5kb_2_1_74460000_74465000	0.01	0.004129958700413
chr4	5kb	5kb_3_3_78970000_78980000	0.01	0.000279997200028
chr5	500kb	500kb_25_300_78500000_93500000	0.01	0.00000999990000099999
chr5	500kb	500kb_2_1_70500000_71000000	0.01	0.00000999990000099999
chr5	500kb	500kb_2_1_179000000_179500000	0.01	0.00000999990000099999
chr5	500kb	500kb_80_3160_84500000_130500000	0.01	0.000699993000069999
chr5	100kb	100kb_30_435_81500000_84400000	0.01	0.00000999990000099999
chr5	100kb	100kb_40_780_150500000_154400000	0.01	0.0000799992000079999
chr5	50kb	50kb_21_210_81900000_82900000	0.01	0.00000999990000099999
chr5	50kb	50kb_9_36_17200000_17600000	0.01	0.000489995100048999
chr5	50kb	50kb_6_15_17200000_17450000	0.01	0.000229997700023
chr5	50kb	50kb_34_561_13900000_15650000	0.01	0.000269997300027
chr5	50kb	50kb_22_231_13900000_14950000	0.01	0.0000499995000049999
chr5	50kb	50kb_17_136_150500000_154200000	0.01	0.00000999990000099999
chr5	50kb	50kb_13_78_150500000_151100000	0.01	0.00000999990000099999
chr5	50kb	50kb_4_6_154050000_154200000	0.01	0.0000599994000059999
chr5	50kb	50kb_10_45_146550000_147000000	0.01	0.00000999990000099999
chr5	50kb	50kb_18_153_137750000_138600000	0.01	0.00000999990000099999
chr5	50kb	50kb_11_55_134200000_134700000	0.01	0.000019999800002
chr5	50kb	50kb_12_66_138900000_139550000	0.01	0.0000699993000069999
chr5	50kb	50kb_8_28_149500000_149850000	0.01	0.00000999990000099999
chr5	50kb	50kb_18_153_171800000_172650000	0.01	0.00000999990000099999
chr5	50kb	50kb_54_1431_122950000_125600000	0.01	0.000839991600083999
chr5	50kb	50kb_29_406_122950000_124350000	0.01	0.00000999990000099999
chr5	50kb	50kb_11_55_97600000_98100000	0.01	0.00000999990000099999
chr5	50kb	50kb_19_171_106650000_107550000	0.01	0.00000999990000099999
chr5	10kb	10kb_13_78_82770000_82900000	0.01	0.00000999990000099999
chr5	10kb	10kb_8_28_82770000_82850000	0.01	0.00000999990000099999
chr5	10kb	10kb_18_153_78800000_78980000	0.01	0.000339996600034
chr5	10kb	10kb_10_45_78800000_78900000	0.01	0.00000999990000099999
chr5	10kb	10kb_10_45_52090000_52180000	0.01	0.00000999990000099999
chr5	10kb	10kb_9_36_710000_790000	0.01	0.00000999990000099999
chr5	10kb	10kb_20_190_14010000_14300000	0.01	0.00000999990000099999
chr5	10kb	10kb_10_45_33420000_33520000	0.01	0.0000599994000059999
chr5	10kb	10kb_15_105_150640000_150800000	0.01	0.000749992500074999
chr5	10kb	10kb_28_378_146770000_147040000	0.01	0.00000999990000099999
chr5	10kb	10kb_20_190_146770000_146960000	0.01	0.00000999990000099999
chr5	10kb	10kb_15_105_132290000_132430000	0.01	0.00000999990000099999
chr5	10kb	10kb_12_66_134250000_134360000	0.01	0.00000999990000099999
chr5	10kb	10kb_29_406_138900000_139240000	0.01	0.00000999990000099999
chr5	10kb	10kb_19_171_139050000_139240000	0.01	0.0000699993000069999
chr5	10kb	10kb_10_45_138900000_138990000	0.01	0.00000999990000099999
chr5	10kb	10kb_25_300_150250000_150490000	0.01	0.000579994200057999
chr5	10kb	10kb_12_66_150380000_150490000	0.01	0.00000999990000099999
chr5	10kb	10kb_24_276_172130000_172360000	0.01	0.00000999990000099999
chr5	10kb	10kb_34_561_124050000_124390000	0.01	0.00000999990000099999
chr5	10kb	10kb_43_903_115880000_116370000	0.01	0.000469995300047
chr5	10kb	10kb_33_528_115880000_116270000	0.01	0.000439995600044
chr5	10kb	10kb_43_901_99200000_99640000	0.01	0.000019999800002
chr5	10kb	10kb_41_820_99200000_99640000	0.01	0.00000999990000099999
chr5	10kb	10kb_20_190_99200000_99390000	0.01	0.00000999990000099999
chr5	10kb	10kb_11_55_99290000_99390000	0.01	0.00000999990000099999
chr5	10kb	10kb_5_10_99350000_99390000	0.01	0.00000999990000099999
