chr	res	node	FDR	emp.pval
chr4	50kb	50kb_5_10_77950000_78200000	0.01	0.00000999990000099999
chr4	50kb	50kb_4_6_77950000_78100000	0.01	0.00000999990000099999
chr4	50kb	50kb_6_15_77650000_77900000	0.01	0.000259997400026
chr4	50kb	50kb_7_21_11400000_11700000	0.01	0.000019999800002
chr4	50kb	50kb_4_6_15000000_15150000	0.01	0.000359996400036
chr4	50kb	50kb_3_3_28350000_28450000	0.01	0.000189998100019
chr4	10kb	10kb_3_3_159690000_159710000	0.01	0.00000999990000099999
chr4	10kb	10kb_9_36_146800000_146890000	0.01	0.000969990300096999
chr4	10kb	10kb_6_15_146800000_146850000	0.01	0.000019999800002
chr4	10kb	10kb_3_3_146830000_146850000	0.01	0.000019999800002
chr4	10kb	10kb_8_28_187570000_187640000	0.01	0.0000799992000079999
chr4	10kb	10kb_4_6_187610000_187640000	0.01	0.000129998700013
chr4	10kb	10kb_2_1_169830000_169840000	0.01	0.000029999700003
chr4	10kb	10kb_9_36_183310000_183390000	0.01	0.002089979100209
chr4	10kb	10kb_3_3_154560000_154580000	0.01	0.00000999990000099999
chr4	10kb	10kb_7_21_122600000_122660000	0.01	0.00000999990000099999
chr4	10kb	10kb_3_3_122600000_122620000	0.01	0.00000999990000099999
chr4	10kb	10kb_19_171_108650000_108830000	0.01	0.000679993200067999
chr4	10kb	10kb_9_36_108740000_108820000	0.01	0.000029999700003
chr4	10kb	10kb_4_6_111110000_111140000	0.01	0.00000999990000099999
chr4	10kb	10kb_9_36_103360000_103540000	0.01	0.00000999990000099999
chr4	10kb	10kb_7_21_103360000_103420000	0.01	0.000029999700003
chr4	10kb	10kb_9_36_74900000_74980000	0.01	0.00000999990000099999
chr4	10kb	10kb_4_6_74570000_74600000	0.01	0.00000999990000099999
chr4	10kb	10kb_8_28_87920000_87990000	0.01	0.00000999990000099999
chr4	10kb	10kb_4_6_87850000_87880000	0.01	0.0000799992000079999
chr4	10kb	10kb_7_21_83750000_83810000	0.01	0.002549974500255
chr4	10kb	10kb_3_3_83750000_83770000	0.01	0.0000799992000079999
chr4	10kb	10kb_7_21_83290000_83350000	0.01	0.00000999990000099999
chr4	10kb	10kb_10_45_77950000_78140000	0.01	0.00000999990000099999
chr4	10kb	10kb_4_6_77950000_77980000	0.01	0.00000999990000099999
chr4	10kb	10kb_10_45_77990000_78080000	0.01	0.00000999990000099999
chr4	10kb	10kb_6_15_78020000_78070000	0.01	0.001019989800102
chr4	10kb	10kb_4_6_77990000_78080000	0.01	0.00039999600004
chr4	10kb	10kb_4_6_77910000_77940000	0.01	0.000699993000069999
chr4	10kb	10kb_22_231_77100000_77310000	0.01	0.00600993990060099
chr4	10kb	10kb_13_78_77100000_77220000	0.01	0.000279997200028
chr4	10kb	10kb_9_36_15840000_15950000	0.01	0.00000999990000099999
chr4	10kb	10kb_7_21_15880000_15940000	0.01	0.00000999990000099999
chr4	10kb	10kb_5_10_7930000_7970000	0.01	0.000169998300017
chr4	10kb	10kb_9_36_28350000_28430000	0.01	0.001629983700163
chr4	10kb	10kb_4_6_28350000_28380000	0.01	0.001569984300157
chr4	10kb	10kb_15_105_30720000_30860000	0.01	0.001389986100139
chr4	5kb	5kb_2_1_160020000_160025000	0.01	0.000569994300056999
chr4	5kb	5kb_4_6_185300000_185315000	0.01	0.000019999800002
chr4	5kb	5kb_2_1_185300000_185305000	0.01	0.00000999990000099999
chr4	5kb	5kb_4_6_187630000_187645000	0.01	0.000709992900070999
chr4	5kb	5kb_2_1_187640000_187645000	0.01	0.000509994900050999
chr4	5kb	5kb_2_1_169630000_169635000	0.01	0.000209997900021
chr4	5kb	5kb_5_10_174250000_174295000	0.01	0.00000999990000099999
chr4	5kb	5kb_3_3_174250000_174260000	0.01	0.00000999990000099999
chr4	5kb	5kb_6_15_183370000_183395000	0.01	0.00039999600004
chr4	5kb	5kb_3_3_183370000_183380000	0.01	0.000039999600004
chr4	5kb	5kb_2_1_183370000_183375000	0.01	0.00000999990000099999
chr4	5kb	5kb_5_10_143305000_143325000	0.01	0.00000999990000099999
chr4	5kb	5kb_2_1_143320000_143325000	0.01	0.00000999990000099999
chr4	5kb	5kb_3_3_122600000_122610000	0.01	0.00000999990000099999
chr4	5kb	5kb_2_1_122605000_122610000	0.01	0.00000999990000099999
chr4	5kb	5kb_3_3_119900000_119910000	0.01	0.000469995300047
chr4	5kb	5kb_2_1_119810000_119815000	0.01	0.00000999990000099999
chr4	5kb	5kb_17_136_108745000_108825000	0.01	0.00000999990000099999
chr4	5kb	5kb_8_28_108745000_108780000	0.01	0.00000999990000099999
chr4	5kb	5kb_4_6_108745000_108760000	0.01	0.00000999990000099999
chr4	5kb	5kb_4_6_103390000_103425000	0.01	0.000019999800002
chr4	5kb	5kb_3_3_103415000_103425000	0.01	0.000019999800002
chr4	5kb	5kb_4_6_54780000_54795000	0.01	0.0000699993000069999
chr4	5kb	5kb_2_1_54780000_54785000	0.01	0.000129998700013
chr4	5kb	5kb_3_3_65470000_65480000	0.01	0.0000799992000079999
chr4	5kb	5kb_2_1_65470000_65475000	0.01	0.000029999700003
chr4	5kb	5kb_12_66_74900000_74960000	0.01	0.000179998200018
chr4	5kb	5kb_7_21_74925000_74960000	0.01	0.000259997400026
chr4	5kb	5kb_4_6_74945000_74960000	0.01	0.0000499995000049999
chr4	5kb	5kb_2_1_74955000_74960000	0.01	0.000029999700003
chr4	5kb	5kb_2_1_74975000_74980000	0.01	0.0000499995000049999
chr4	5kb	5kb_15_105_74450000_74520000	0.01	0.0000599994000059999
chr4	5kb	5kb_8_28_74485000_74520000	0.01	0.00000999990000099999
chr4	5kb	5kb_4_6_74730000_74745000	0.01	0.000029999700003
chr4	5kb	5kb_2_1_74730000_74735000	0.01	0.000029999700003
chr4	5kb	5kb_4_6_87830000_87845000	0.01	0.000039999600004
chr4	5kb	5kb_2_1_87830000_87835000	0.01	0.0000499995000049999
chr4	5kb	5kb_4_6_83340000_83355000	0.01	0.00000999990000099999
chr4	5kb	5kb_2_1_83340000_83345000	0.01	0.000179998200018
chr4	5kb	5kb_4_6_77970000_77985000	0.01	0.00000999990000099999
chr4	5kb	5kb_2_1_77980000_77985000	0.01	0.00019999800002
chr4	5kb	5kb_6_15_77990000_78015000	0.01	0.0000799992000079999
chr4	5kb	5kb_4_6_77995000_78010000	0.01	0.000239997600024
chr4	5kb	5kb_2_1_77995000_78010000	0.01	0.000179998200018
chr4	5kb	5kb_2_1_77940000_77945000	0.01	0.0000999990000099999
chr4	5kb	5kb_7_21_77440000_77515000	0.01	0.000439995600044
chr4	5kb	5kb_5_10_77495000_77515000	0.01	0.000149998500015
chr4	5kb	5kb_8_28_77100000_77225000	0.01	0.00000999990000099999
chr4	5kb	5kb_3_3_79465000_79475000	0.01	0.000629993700062999
chr4	5kb	5kb_2_1_79470000_79475000	0.01	0.000409995900041
chr4	5kb	5kb_2_1_15915000_15920000	0.01	0.00000999990000099999
chr4	5kb	5kb_10_45_15650000_15695000	0.01	0.000289997100029
chr4	5kb	5kb_7_21_15650000_15680000	0.01	0.00000999990000099999
chr4	5kb	5kb_4_6_15650000_15680000	0.01	0.00000999990000099999
chr4	5kb	5kb_2_1_15660000_15680000	0.01	0.00000999990000099999
chr4	5kb	5kb_4_6_43330000_43345000	0.01	0.00000999990000099999
chr4	5kb	5kb_2_1_43340000_43345000	0.01	0.00000999990000099999
chr4	5kb	5kb_5_10_40975000_40995000	0.01	0.000129998700013
chr4	5kb	5kb_2_1_40990000_40995000	0.01	0.000019999800002
chr4	5kb	5kb_7_21_38130000_38165000	0.01	0.000209997900021
chr4	5kb	5kb_3_3_38130000_38165000	0.01	0.000029999700003
chr4	5kb	5kb_4_6_26860000_26875000	0.01	0.000019999800002
chr4	5kb	5kb_2_1_26860000_26865000	0.01	0.00000999990000099999
chr4	5kb	5kb_7_21_30720000_30750000	0.01	0.000249997500025
chr4	5kb	5kb_3_3_30720000_30730000	0.01	0.000109998900011
chr4	5kb	5kb_2_1_30720000_30725000	0.01	0.0000799992000079999
chr4	5kb	5kb_4_6_159690000_159705000	0.01	0.00000999990000099999
chr4	5kb	5kb_5_10_148640000_148765000	0.01	0.003579964200358
chr4	5kb	5kb_3_3_146830000_146840000	0.01	0.000549994500054999
chr4	5kb	5kb_4_6_139120000_139135000	0.01	0.001169988300117
chr4	5kb	5kb_2_1_169840000_169845000	0.01	0.0000799992000079999
chr4	5kb	5kb_2_1_175200000_175205000	0.01	0.000179998200018
chr4	5kb	5kb_3_3_154575000_154585000	0.01	0.0000599994000059999
chr4	5kb	5kb_2_1_129200000_129205000	0.01	0.00000999990000099999
chr4	5kb	5kb_2_1_111110000_111115000	0.01	0.00000999990000099999
chr4	5kb	5kb_2_1_110960000_110965000	0.01	0.000029999700003
chr4	5kb	5kb_7_21_103575000_103605000	0.01	0.000659993400065999
chr4	5kb	5kb_6_15_54930000_54955000	0.01	0.0000499995000049999
chr4	5kb	5kb_3_3_54875000_54885000	0.01	0.001059989400106
chr4	5kb	5kb_5_10_69200000_69245000	0.01	0.001339986600134
chr4	5kb	5kb_4_6_74590000_74605000	0.01	0.000219997800022
chr4	5kb	5kb_4_6_74570000_74585000	0.01	0.000039999600004
chr4	5kb	5kb_3_3_74120000_74130000	0.01	0.00049999500005
chr4	5kb	5kb_4_6_71570000_71585000	0.01	0.003189968100319
chr4	5kb	5kb_8_28_87960000_87995000	0.01	0.00000999990000099999
chr4	5kb	5kb_8_28_87920000_87955000	0.01	0.0000599994000059999
chr4	5kb	5kb_6_15_87860000_87885000	0.01	0.000249997500025
chr4	5kb	5kb_5_10_89290000_89310000	0.01	0.001139988600114
chr4	5kb	5kb_3_3_83750000_83760000	0.01	0.000869991300086999
chr4	5kb	5kb_4_6_77950000_77965000	0.01	0.00000999990000099999
chr4	5kb	5kb_6_15_78045000_78075000	0.01	0.002429975700243
chr4	5kb	5kb_4_6_77910000_77925000	0.01	0.001559984400156
chr4	5kb	5kb_2_1_77540000_77545000	0.01	0.000209997900021
chr4	5kb	5kb_3_3_96460000_96470000	0.01	0.003729962700373
chr4	5kb	5kb_3_3_11415000_11425000	0.01	0.000509994900050999
chr4	5kb	5kb_2_1_13610000_13615000	0.01	0.000019999800002
chr4	5kb	5kb_3_3_15000000_15010000	0.01	0.002579974200258
chr4	5kb	5kb_5_10_1850000_1870000	0.01	0.000149998500015
chr4	5kb	5kb_2_1_3480000_3485000	0.01	0.000679993200067999
chr4	5kb	5kb_5_10_7930000_7975000	0.01	0.001019989800102
chr4	5kb	5kb_4_6_39960000_39975000	0.01	0.001309986900131
chr4	5kb	5kb_3_3_28375000_28385000	0.01	0.000109998900011
chr4	5kb	5kb_2_1_20620000_20625000	0.01	0.002749972500275
chr5	500kb	500kb_15_105_132500000_139500000	0.01	0.00000999990000099999
chr5	500kb	500kb_17_136_140000000_176500000	0.01	0.001569984300157
chr5	500kb	500kb_2_1_179000000_179500000	0.01	0.00000999990000099999
chr5	500kb	500kb_23_253_49500000_64500000	0.01	0.00000999990000099999
chr5	500kb	500kb_7_21_65000000_68000000	0.01	0.000379996200038
chr5	500kb	500kb_4_6_71000000_72500000	0.01	0.00000999990000099999
chr5	100kb	100kb_24_276_94800000_98100000	0.01	0.00000999990000099999
chr5	100kb	100kb_37_666_132500000_139900000	0.01	0.00000999990000099999
chr5	100kb	100kb_12_66_132500000_134200000	0.01	0.00000999990000099999
chr5	100kb	100kb_25_300_137500000_139900000	0.01	0.00000999990000099999
chr5	100kb	100kb_29_406_148100000_150900000	0.01	0.00000999990000099999
chr5	100kb	100kb_12_66_142300000_143400000	0.01	0.000039999600004
chr5	100kb	100kb_16_120_171000000_176300000	0.01	0.00000999990000099999
chr5	100kb	100kb_6_15_175800000_176400000	0.01	0.000109998900011
chr5	100kb	100kb_26_325_52000000_54500000	0.01	0.000319996800032
chr5	100kb	100kb_16_120_73000000_74500000	0.01	0.000729992700072999
chr5	100kb	100kb_24_276_80500000_82800000	0.01	0.00000999990000099999
chr5	50kb	50kb_3_3_106900000_107000000	0.01	0.00000999990000099999
chr5	50kb	50kb_4_6_118600000_118750000	0.01	0.00000999990000099999
chr5	50kb	50kb_3_3_96550000_98150000	0.01	0.0000499995000049999
chr5	50kb	50kb_2_1_98100000_98150000	0.01	0.000029999700003
chr5	50kb	50kb_10_45_95200000_95650000	0.01	0.00000999990000099999
chr5	50kb	50kb_7_21_135200000_135500000	0.01	0.00000999990000099999
chr5	50kb	50kb_3_3_134150000_134250000	0.01	0.00000999990000099999
chr5	50kb	50kb_3_3_137750000_137850000	0.01	0.00000999990000099999
chr5	50kb	50kb_2_1_124000000_124050000	0.01	0.000029999700003
chr5	50kb	50kb_4_6_149850000_150000000	0.01	0.000019999800002
chr5	50kb	50kb_6_15_150400000_150650000	0.01	0.00000999990000099999
chr5	50kb	50kb_5_10_172150000_172350000	0.01	0.00000999990000099999
chr5	50kb	50kb_7_21_179000000_179300000	0.01	0.00000999990000099999
chr5	50kb	50kb_4_6_179150000_179300000	0.01	0.00000999990000099999
chr5	50kb	50kb_3_3_179000000_179100000	0.01	0.00000999990000099999
chr5	50kb	50kb_6_15_167100000_167350000	0.01	0.00000999990000099999
chr5	50kb	50kb_4_6_151000000_151150000	0.01	0.00000999990000099999
chr5	50kb	50kb_8_28_13950000_14300000	0.01	0.00000999990000099999
chr5	50kb	50kb_4_6_10250000_10400000	0.01	0.0000499995000049999
chr5	50kb	50kb_3_3_33300000_33400000	0.01	0.00000999990000099999
chr5	50kb	50kb_5_10_32400000_32600000	0.01	0.00000999990000099999
chr5	50kb	50kb_3_3_58950000_59050000	0.01	0.00000999990000099999
chr5	50kb	50kb_3_3_58300000_58400000	0.01	0.00000999990000099999
chr5	50kb	50kb_8_28_52400000_52750000	0.01	0.00000999990000099999
chr5	50kb	50kb_4_6_52000000_52150000	0.01	0.000019999800002
chr5	50kb	50kb_6_15_66100000_66350000	0.01	0.0000999990000099999
chr5	50kb	50kb_12_66_71000000_71550000	0.01	0.00000999990000099999
chr5	50kb	50kb_7_21_77800000_78100000	0.01	0.000039999600004
chr5	50kb	50kb_6_15_82150000_82750000	0.01	0.00000999990000099999
chr5	50kb	50kb_13_78_81600000_82850000	0.01	0.00000999990000099999
chr5	50kb	50kb_9_36_81600000_82850000	0.01	0.00000999990000099999
chr5	50kb	50kb_2_1_86600000_86650000	0.01	0.000339996600034
chr5	10kb	10kb_2_1_112200000_112210000	0.01	0.000109998900011
chr5	10kb	10kb_3_3_118650000_118670000	0.01	0.0000499995000049999
chr5	10kb	10kb_5_10_98100000_98140000	0.01	0.000109998900011
chr5	10kb	10kb_3_3_98100000_98120000	0.01	0.0000599994000059999
chr5	10kb	10kb_18_153_95280000_95450000	0.01	0.000029999700003
chr5	10kb	10kb_11_55_95280000_95450000	0.01	0.000019999800002
chr5	10kb	10kb_16_120_135240000_135390000	0.01	0.00000999990000099999
chr5	10kb	10kb_12_66_135280000_135390000	0.01	0.00000999990000099999
chr5	10kb	10kb_6_15_137790000_137840000	0.01	0.00000999990000099999
chr5	10kb	10kb_8_28_125690000_125760000	0.01	0.00000999990000099999
chr5	10kb	10kb_2_1_176880000_176900000	0.01	0.000369996300037
chr5	10kb	10kb_5_10_176890000_176940000	0.01	0.0000499995000049999
chr5	10kb	10kb_5_10_148290000_148330000	0.01	0.0000699993000069999
chr5	10kb	10kb_17_136_150520000_150690000	0.01	0.001459985400146
chr5	10kb	10kb_8_28_150620000_150690000	0.01	0.00000999990000099999
chr5	10kb	10kb_4_6_142350000_142380000	0.01	0.00000999990000099999
chr5	10kb	10kb_13_78_172200000_172320000	0.01	0.00000999990000099999
chr5	10kb	10kb_5_10_172150000_172190000	0.01	0.00000999990000099999
chr5	10kb	10kb_2_1_175960000_175970000	0.01	0.000209997900021
chr5	10kb	10kb_5_10_179220000_179260000	0.01	0.000019999800002
chr5	10kb	10kb_4_6_179110000_179140000	0.01	0.00000999990000099999
chr5	10kb	10kb_17_136_167100000_167260000	0.01	0.00000999990000099999
chr5	10kb	10kb_12_66_167150000_167260000	0.01	0.00000999990000099999
chr5	10kb	10kb_13_78_151000000_151120000	0.01	0.00000999990000099999
chr5	10kb	10kb_3_3_13990000_14200000	0.01	0.00000999990000099999
chr5	10kb	10kb_14_91_2750000_2880000	0.01	0.0000599994000059999
chr5	10kb	10kb_7_21_2750000_2810000	0.01	0.000029999700003
chr5	10kb	10kb_17_136_34500000_34670000	0.01	0.00000999990000099999
chr5	10kb	10kb_10_45_34570000_34670000	0.01	0.00000999990000099999
chr5	10kb	10kb_7_21_34570000_34630000	0.01	0.000329996700033
chr5	10kb	10kb_4_6_34570000_34600000	0.01	0.000029999700003
chr5	10kb	10kb_3_3_32400000_32420000	0.01	0.000119998800012
chr5	10kb	10kb_8_28_59020000_59090000	0.01	0.00000999990000099999
chr5	10kb	10kb_4_6_59020000_59050000	0.01	0.00179998200018
chr5	10kb	10kb_4_6_59060000_59090000	0.01	0.00000999990000099999
chr5	10kb	10kb_5_10_52620000_52710000	0.01	0.00000999990000099999
chr5	10kb	10kb_10_45_52000000_52090000	0.01	0.00000999990000099999
chr5	10kb	10kb_5_10_52050000_52090000	0.01	0.00000999990000099999
chr5	10kb	10kb_12_66_66280000_66390000	0.01	0.00000999990000099999
chr5	10kb	10kb_5_10_66280000_66320000	0.01	0.00000999990000099999
chr5	10kb	10kb_24_276_71050000_71590000	0.01	0.00000999990000099999
chr5	10kb	10kb_16_120_71050000_71590000	0.01	0.00000999990000099999
chr5	10kb	10kb_10_45_71440000_71540000	0.01	0.00000999990000099999
chr5	10kb	10kb_6_15_78510000_78800000	0.01	0.00049999500005
chr5	10kb	10kb_5_10_78760000_78800000	0.01	0.000379996200038
chr5	10kb	10kb_14_91_77800000_77930000	0.01	0.00000999990000099999
chr5	10kb	10kb_7_21_77800000_77870000	0.01	0.00000999990000099999
chr5	10kb	10kb_4_6_77800000_77830000	0.01	0.00000999990000099999
chr5	10kb	10kb_9_36_82610000_82690000	0.01	0.004189958100419
chr5	10kb	10kb_5_10_82650000_82690000	0.01	0.000799992000079999
chr5	10kb	10kb_4_6_82820000_82850000	0.01	0.00000999990000099999
chr5	10kb	10kb_2_1_82820000_82830000	0.01	0.00000999990000099999
chr5	10kb	10kb_23_253_83550000_83780000	0.01	0.002149978500215
chr5	10kb	10kb_13_78_83630000_83780000	0.01	0.0000899991000089999
chr5	10kb	10kb_11_55_83630000_83750000	0.01	0.000259997400026
chr5	10kb	10kb_4_6_83630000_83680000	0.01	0.000039999600004
chr5	10kb	10kb_3_3_83660000_83680000	0.01	0.000019999800002
chr5	10kb	10kb_9_36_86400000_86590000	0.01	0.002089979100209
chr5	10kb	10kb_6_15_86540000_86590000	0.01	0.000119998800012
chr5	10kb	10kb_5_10_86600000_86640000	0.01	0.000659993400065999
chr5	10kb	10kb_3_3_86600000_86620000	0.01	0.000769992300076999
chr5	5kb	5kb_4_6_98260000_98275000	0.01	0.00000999990000099999
chr5	5kb	5kb_2_1_98260000_98265000	0.01	0.00000999990000099999
chr5	5kb	5kb_6_15_134720000_134745000	0.01	0.000019999800002
chr5	5kb	5kb_3_3_134720000_134730000	0.01	0.00000999990000099999
chr5	5kb	5kb_2_1_134725000_134730000	0.01	0.00000999990000099999
chr5	5kb	5kb_4_6_135370000_135385000	0.01	0.00000999990000099999
chr5	5kb	5kb_2_1_135380000_135385000	0.01	0.00000999990000099999
chr5	5kb	5kb_2_1_134095000_134100000	0.01	0.000439995600044
chr5	5kb	5kb_6_15_137800000_137825000	0.01	0.00000999990000099999
chr5	5kb	5kb_3_3_137800000_137810000	0.01	0.00000999990000099999
chr5	5kb	5kb_2_1_139630000_139635000	0.01	0.000019999800002
chr5	5kb	5kb_2_1_139045000_139050000	0.01	0.000419995800042
chr5	5kb	5kb_3_3_176910000_176920000	0.01	0.00000999990000099999
chr5	5kb	5kb_2_1_176910000_176915000	0.01	0.00000999990000099999
chr5	5kb	5kb_10_45_148165000_148390000	0.01	0.000519994800051999
chr5	5kb	5kb_10_45_149280000_149325000	0.01	0.000039999600004
chr5	5kb	5kb_5_10_149305000_149325000	0.01	0.0000899991000089999
chr5	5kb	5kb_17_136_149850000_149930000	0.01	0.0000599994000059999
chr5	5kb	5kb_11_55_149850000_149900000	0.01	0.000029999700003
chr5	5kb	5kb_5_10_149850000_149900000	0.01	0.00000999990000099999
chr5	5kb	5kb_5_10_150140000_150160000	0.01	0.000969990300096999
chr5	5kb	5kb_2_1_150155000_150160000	0.01	0.000329996700033
chr5	5kb	5kb_10_45_150950000_150995000	0.01	0.00000999990000099999
chr5	5kb	5kb_6_15_150970000_150995000	0.01	0.000179998200018
chr5	5kb	5kb_4_6_150950000_150965000	0.01	0.000179998200018
chr5	5kb	5kb_2_1_150400000_150405000	0.01	0.000129998700013
chr5	5kb	5kb_4_6_150635000_150650000	0.01	0.00000999990000099999
chr5	5kb	5kb_5_10_142150000_142170000	0.01	0.000109998900011
chr5	5kb	5kb_3_3_140885000_140895000	0.01	0.00000999990000099999
chr5	5kb	5kb_2_1_140885000_140890000	0.01	0.00000999990000099999
chr5	5kb	5kb_5_10_142365000_142385000	0.01	0.000349996500035
chr5	5kb	5kb_2_1_142380000_142385000	0.01	0.000029999700003
chr5	5kb	5kb_2_1_172305000_172310000	0.01	0.00000999990000099999
chr5	5kb	5kb_5_10_172150000_172195000	0.01	0.00000999990000099999
chr5	5kb	5kb_2_1_172190000_172195000	0.01	0.00000999990000099999
chr5	5kb	5kb_5_10_172165000_172185000	0.01	0.0000699993000069999
chr5	5kb	5kb_3_3_172165000_172175000	0.01	0.000029999700003
chr5	5kb	5kb_5_10_179025000_179045000	0.01	0.000039999600004
chr5	5kb	5kb_3_3_179035000_179045000	0.01	0.000019999800002
chr5	5kb	5kb_2_1_179040000_179045000	0.01	0.000039999600004
chr5	5kb	5kb_4_6_179130000_179145000	0.01	0.00000999990000099999
chr5	5kb	5kb_2_1_179130000_179135000	0.01	0.00000999990000099999
chr5	5kb	5kb_6_15_167240000_167265000	0.01	0.00000999990000099999
chr5	5kb	5kb_3_3_167240000_167250000	0.01	0.00000999990000099999
chr5	5kb	5kb_2_1_167740000_167745000	0.01	0.000239997600024
chr5	5kb	5kb_6_15_151035000_151060000	0.01	0.00000999990000099999
chr5	5kb	5kb_3_3_151035000_151045000	0.01	0.00000999990000099999
chr5	5kb	5kb_2_1_151040000_151045000	0.01	0.00000999990000099999
chr5	5kb	5kb_4_6_14140000_14205000	0.01	0.00000999990000099999
chr5	5kb	5kb_2_1_14140000_14145000	0.01	0.00000999990000099999
chr5	5kb	5kb_2_1_14200000_14205000	0.01	0.000379996200038
chr5	5kb	5kb_6_15_14240000_14265000	0.01	0.000549994500054999
chr5	5kb	5kb_2_1_14260000_14265000	0.01	0.000369996300037
chr5	5kb	5kb_2_1_16895000_16900000	0.01	0.000219997800022
chr5	5kb	5kb_3_3_390000_400000	0.01	0.000039999600004
chr5	5kb	5kb_2_1_395000_400000	0.01	0.000039999600004
chr5	5kb	5kb_8_28_2750000_2785000	0.01	0.00000999990000099999
chr5	5kb	5kb_3_3_2750000_2760000	0.01	0.00000999990000099999
chr5	5kb	5kb_2_1_32590000_32595000	0.01	0.000519994800051999
chr5	5kb	5kb_5_10_52665000_52715000	0.01	0.001109988900111
chr5	5kb	5kb_4_6_52700000_52715000	0.01	0.000539994600053999
chr5	5kb	5kb_2_1_52710000_52715000	0.01	0.0000999990000099999
chr5	5kb	5kb_5_10_52620000_52660000	0.01	0.00000999990000099999
chr5	5kb	5kb_2_1_52630000_52635000	0.01	0.00000999990000099999
chr5	5kb	5kb_3_3_52620000_52660000	0.01	0.00000999990000099999
chr5	5kb	5kb_2_1_52620000_52625000	0.01	0.00000999990000099999
chr5	5kb	5kb_6_15_66300000_66325000	0.01	0.00000999990000099999
chr5	5kb	5kb_3_3_66300000_66310000	0.01	0.00000999990000099999
chr5	5kb	5kb_2_1_66305000_66310000	0.01	0.00000999990000099999
chr5	5kb	5kb_19_171_71440000_71545000	0.01	0.00000999990000099999
chr5	5kb	5kb_9_36_71440000_71495000	0.01	0.00000999990000099999
chr5	5kb	5kb_6_15_71470000_71495000	0.01	0.00000999990000099999
chr5	5kb	5kb_4_6_71480000_71495000	0.01	0.00000999990000099999
chr5	5kb	5kb_2_1_71490000_71495000	0.01	0.00000999990000099999
chr5	5kb	5kb_2_1_71480000_71485000	0.01	0.000019999800002
chr5	5kb	5kb_5_10_74140000_74160000	0.01	0.0000599994000059999
chr5	5kb	5kb_3_3_74150000_74160000	0.01	0.000039999600004
chr5	5kb	5kb_5_10_77800000_77820000	0.01	0.00000999990000099999
chr5	5kb	5kb_3_3_77810000_77820000	0.01	0.0000499995000049999
chr5	5kb	5kb_6_15_82650000_82675000	0.01	0.001679983200168
chr5	5kb	5kb_3_3_82665000_82675000	0.01	0.000279997200028
chr5	5kb	5kb_2_1_82665000_82670000	0.01	0.0000999990000099999
chr5	5kb	5kb_3_3_86615000_86625000	0.01	0.001069989300107
chr5	5kb	5kb_2_1_86620000_86625000	0.01	0.000309996900031
chr5	5kb	5kb_2_1_107000000_107005000	0.01	0.00000999990000099999
chr5	5kb	5kb_3_3_108740000_108750000	0.01	0.00000999990000099999
chr5	5kb	5kb_3_3_110560000_110570000	0.01	0.000029999700003
chr5	5kb	5kb_2_1_112210000_112215000	0.01	0.0000699993000069999
chr5	5kb	5kb_4_6_118610000_118625000	0.01	0.002409975900241
chr5	5kb	5kb_2_1_118670000_118675000	0.01	0.000359996400036
chr5	5kb	5kb_2_1_98100000_98105000	0.01	0.0000799992000079999
chr5	5kb	5kb_2_1_95290000_95295000	0.01	0.00000999990000099999
chr5	5kb	5kb_5_10_96050000_96070000	0.01	0.001029989700103
chr5	5kb	5kb_4_6_134240000_134255000	0.01	0.0000799992000079999
chr5	5kb	5kb_3_3_134105000_134115000	0.01	0.001469985300147
chr5	5kb	5kb_4_6_132420000_132435000	0.01	0.000349996500035
chr5	5kb	5kb_8_28_125730000_125765000	0.01	0.00000999990000099999
chr5	5kb	5kb_3_3_124070000_124080000	0.01	0.000019999800002
chr5	5kb	5kb_2_1_176880000_176885000	0.01	0.00000999990000099999
chr5	5kb	5kb_6_15_148290000_148315000	0.01	0.0000599994000059999
chr5	5kb	5kb_3_3_142350000_142360000	0.01	0.001169988300117
chr5	5kb	5kb_2_1_175960000_175965000	0.01	0.000229997700023
chr5	5kb	5kb_4_6_179250000_179265000	0.01	0.00000999990000099999
chr5	5kb	5kb_2_1_179190000_179195000	0.01	0.001779982200178
chr5	5kb	5kb_2_1_179150000_179155000	0.01	0.00000999990000099999
chr5	5kb	5kb_4_6_167680000_167695000	0.01	0.002479975200248
chr5	5kb	5kb_4_6_157020000_157035000	0.01	0.000619993800061999
chr5	5kb	5kb_9_36_16500000_16540000	0.01	0.001309986900131
chr5	5kb	5kb_3_3_10250000_10260000	0.01	0.001059989400106
chr5	5kb	5kb_3_3_42995000_43005000	0.01	0.0000499995000049999
chr5	5kb	5kb_6_15_43290000_43315000	0.01	0.000879991200087999
chr5	5kb	5kb_2_1_40960000_40965000	0.01	0.000409995900041
chr5	5kb	5kb_2_1_41290000_41295000	0.01	0.003159968400316
chr5	5kb	5kb_5_10_34585000_34605000	0.01	0.00000999990000099999
chr5	5kb	5kb_2_1_33440000_33445000	0.01	0.00000999990000099999
chr5	5kb	5kb_3_3_32430000_32440000	0.01	0.00000999990000099999
chr5	5kb	5kb_3_3_32415000_32425000	0.01	0.0000999990000099999
chr5	5kb	5kb_4_6_59040000_59055000	0.01	0.000169998300017
chr5	5kb	5kb_5_10_59060000_59080000	0.01	0.00000999990000099999
chr5	5kb	5kb_2_1_58330000_58335000	0.01	0.000339996600034
