chromosome	name	p_value
chr4	10kb_3_3_8600000_8620000	0.0066993300669933
chr4	5kb_2_1_8910000_8915000	0.0404959504049595
chr4	5kb_4_6_10070000_10085000	0.0495950404959504
chr4	10kb_2_1_9150000_9160000	0.0024997500249975
chr4	5kb_37_666_7805000_7990000	0.0042995700429957
chr4	5kb_6_15_6625000_6650000	0.0125987401259874
chr4	5kb_7_21_6655000_6685000	0.0193980601939806
chr4	5kb_25_300_6105000_6225000	0.028997100289971
chr4	5kb_8_28_1700000_1735000	0.0035996400359964
chr4	5kb_17_136_2010000_2095000	0.0044995500449955
chr4	5kb_15_105_2470000_2545000	0.0018998100189981
chr4	5kb_14_91_4370000_4435000	0.0080991900809919
chr4	5kb_1_0_2780000_2780000	0.0206979302069793
chr4	10kb_11_55_93200000_93300000	9.999000099990002e-05
chr4	10kb_18_153_95320000_95490000	0.0015998400159984
chr4	10kb_28_376_93400000_93690000	0.0013998600139986
chr4	10kb_4_6_83770000_83880000	0.030996900309969
chr4	5kb_8_28_83710000_83745000	0.0372962703729627
chr4	5kb_9_36_83245000_83285000	0.0157984201579842
chr4	5kb_13_78_83290000_83350000	9.999000099990002e-05
chr4	10kb_24_276_85660000_85890000	0.0318968103189681
chr4	10kb_12_66_88270000_88380000	0.0244975502449755
chr4	5kb_21_210_87855000_87970000	9.999000099990002e-05
chr4	5kb_21_210_87820000_88025000	0.0008999100089991
chr4	10kb_19_171_88950000_89130000	0.032996700329967
chr4	10kb_33_528_89140000_89480000	0.0075992400759924
chr4	5kb_35_595_88770000_88945000	9.999000099990002e-05
chr4	10kb_14_91_103600000_103940000	9.999000099990002e-05
chr4	10kb_19_171_103750000_103930000	0.0340965903409659
chr4	10kb_7_21_103260000_103340000	9.999000099990002e-05
chr4	10kb_22_231_101850000_102160000	0.0055994400559944
chr4	10kb_56_1540_102080000_102640000	0.0101989801019898
chr4	10kb_12_66_99070000_99180000	0.0492950704929507
chr4	5kb_7_21_99815000_99845000	0.0005999400059994
chr4	10kb_49_1176_62000000_62480000	0.0156984301569843
chr4	5kb_26_325_57710000_57840000	0.0047995200479952
chr4	50kb_1_0_73750000_73750000	0.0148985101489851
chr4	10kb_22_231_71670000_71880000	9.999000099990002e-05
chr4	10kb_22_231_69100000_69320000	0.0126987301269873
chr4	10kb_9_36_70250000_70330000	9.999000099990002e-05
chr4	5kb_33_528_73960000_74130000	0.0013998600139986
chr4	5kb_4_6_73970000_74145000	0.0121987801219878
chr4	10kb_2_1_74760000_74840000	0.0196980301969803
chr4	5kb_38_703_79515000_79725000	0.0001999800019998
chr4	5kb_2_1_79470000_79475000	0.0223977602239776
chr4	5kb_6_15_78740000_78765000	0.0002999700029997
chr4	5kb_6_15_78770000_78795000	0.0087991200879912
chr4	10kb_12_66_76550000_76660000	9.999000099990002e-05
chr4	10kb_16_120_77800000_77950000	9.999000099990002e-05
chr4	5kb_37_666_77960000_78145000	9.999000099990002e-05
chr4	5kb_1_0_77965000_77965000	9.999000099990002e-05
chr4	5kb_37_666_77435000_77650000	0.0060993900609939
chr4	5kb_29_406_77350000_77705000	0.0428957104289571
chr4	5kb_8_28_148645000_148685000	0.0083991600839916
chr4	5kb_7_21_148745000_148775000	0.011998800119988
chr4	10kb_11_55_151600000_151700000	0.0222977702229777
chr4	5kb_9_36_151935000_151975000	0.0018998100189981
chr4	5kb_9_36_153335000_153375000	0.0082991700829917
chr4	5kb_3_3_153710000_153720000	0.0095990400959904
chr4	10kb_11_55_154710000_154970000	0.0117988201179882
chr4	5kb_7_21_154675000_154705000	0.0001999800019998
chr4	5kb_4_6_155485000_155500000	0.0004999500049995
chr4	5kb_2_1_158120000_158125000	0.0373962603739626
chr4	5kb_1_0_159130000_159130000	9.999000099990002e-05
chr4	5kb_8_28_159610000_159645000	0.0151984801519848
chr4	5kb_7_21_160520000_160550000	0.0093990600939906
chr4	5kb_36_629_159650000_160145000	0.0026997300269973
chr4	5kb_33_528_170535000_170695000	0.0034996500349965
chr4	10kb_8_28_166400000_167040000	0.0330966903309669
chr4	5kb_8_28_169550000_169585000	0.0425957404259574
chr4	5kb_12_66_169755000_169810000	9.999000099990002e-05
chr4	5kb_8_28_169970000_170005000	0.0006999300069993
chr4	5kb_2_1_161240000_161245000	0.0372962703729627
chr4	5kb_3_3_164405000_164415000	9.999000099990002e-05
chr4	10kb_16_120_166010000_166390000	0.0011998800119988
chr4	5kb_8_28_165710000_165800000	0.0002999700029997
chr4	5kb_37_666_183040000_183235000	0.0111988801119888
chr4	5kb_11_55_183330000_183390000	0.0001999800019998
chr4	10kb_8_28_180880000_180990000	0.0375962403759624
chr4	10kb_19_171_180050000_180250000	0.0076992300769923
chr4	5kb_7_21_174060000_174090000	0.0068993100689931
chr4	5kb_12_66_174220000_174285000	9.999000099990002e-05
chr4	10kb_22_231_174400000_174610000	0.0094990500949905
chr4	10kb_6_15_175200000_175260000	0.0038996100389961
chr4	5kb_25_300_178160000_178285000	0.040995900409959
chr4	5kb_12_66_176500000_176570000	0.0261973802619738
chr4	10kb_9_36_176860000_177290000	0.0344965503449655
chr4	5kb_3_3_186055000_186065000	0.0412958704129587
chr4	5kb_27_351_186625000_186755000	0.0264973502649735
chr4	5kb_3_3_187105000_187115000	0.0372962703729627
chr4	5kb_2_1_187160000_187165000	9.999000099990002e-05
chr4	5kb_3_3_184635000_184645000	0.001999800019998
chr4	10kb_4_6_184680000_184710000	0.0003999600039996
chr4	10kb_3_3_185090000_185110000	0.0030996900309969
chr4	5kb_13_78_185400000_185500000	0.0264973502649735
chr4	5kb_39_741_185195000_185415000	0.0168983101689831
chr4	5kb_14_91_190340000_190415000	0.0292970702929707
chr4	5kb_8_28_187775000_187810000	0.0108989101089891
chr4	5kb_17_136_187565000_187645000	0.0001999800019998
chr4	5kb_6_15_109520000_109545000	0.0065993400659934
chr4	5kb_32_496_109015000_109255000	9.999000099990002e-05
chr4	5kb_6_15_107220000_107245000	0.0065993400659934
chr4	10kb_5_10_106370000_106410000	0.015998400159984
chr4	5kb_28_378_110930000_111215000	0.0211978802119788
chr4	5kb_28_378_110330000_110620000	0.0064993500649935
chr4	5kb_9_36_111505000_111545000	9.999000099990002e-05
chr4	5kb_43_901_114460000_114685000	0.0028997100289971
chr4	10kb_8_28_114690000_114760000	0.0362963703629637
chr4	5kb_5_10_114295000_114315000	0.0146985301469853
chr4	5kb_7_21_113620000_113660000	0.0004999500049995
chr4	5kb_5_10_113560000_113685000	9.999000099990002e-05
chr4	5kb_5_10_113650000_113675000	0.0001999800019998
chr4	5kb_25_300_114030000_114170000	0.0080991900809919
chr4	5kb_2_1_120440000_120445000	0.0052994700529947
chr4	5kb_1_0_120435000_120435000	0.0473952604739526
chr4	10kb_6_15_120930000_120980000	0.0380961903809619
chr4	10kb_5_10_120480000_120990000	0.0406959304069593
chr4	5kb_11_55_119750000_119810000	0.0462953704629537
chr4	5kb_4_6_120120000_120135000	0.0041995800419958
chr4	5kb_5_10_119250000_119270000	0.0213978602139786
chr4	5kb_29_406_123650000_123805000	9.999000099990002e-05
chr4	10kb_3_3_126230000_126250000	0.0048995100489951
chr4	5kb_4_6_122570000_122585000	9.999000099990002e-05
chr4	5kb_5_10_122590000_122610000	9.999000099990002e-05
chr4	5kb_4_6_122615000_122630000	0.0184981501849815
chr4	5kb_26_325_129430000_129795000	9.999000099990002e-05
chr4	10kb_12_66_129200000_129310000	9.999000099990002e-05
chr4	5kb_31_465_128840000_128995000	0.0108989101089891
chr4	5kb_2_1_134180000_134185000	0.0370962903709629
chr4	10kb_7_21_134010000_134070000	0.0162983701629837
chr4	5kb_2_1_144430000_144435000	0.034996500349965
chr4	10kb_11_55_144130000_144250000	0.0074992500749925
chr4	10kb_15_105_144260000_144420000	0.0005999400059994
chr4	5kb_2_1_142050000_142055000	9.999000099990002e-05
chr4	10kb_5_10_141660000_141700000	0.000999900009999
chr4	10kb_9_36_139090000_139180000	9.999000099990002e-05
chr4	10kb_6_15_139430000_139480000	0.0218978102189781
chr4	5kb_3_3_140475000_140485000	9.999000099990002e-05
chr4	5kb_13_78_140315000_140375000	9.999000099990002e-05
chr4	5kb_18_153_140000000_140095000	9.999000099990002e-05
chr4	5kb_58_1653_140615000_140925000	0.0074992500749925
chr4	5kb_11_55_140580000_140635000	0.0110988901109889
chr4	5kb_46_1034_140930000_141185000	9.999000099990002e-05
chr4	10kb_8_28_146810000_146890000	0.0098990100989901
chr4	5kb_1_0_146620000_146620000	0.0445955404459554
chr4	5kb_21_210_157890000_157995000	0.0156984301569843
chr4	10kb_19_171_16900000_17090000	0.0007999200079992
chr4	5kb_4_6_15650000_15665000	0.0012998700129987
chr4	10kb_12_66_15670000_15790000	0.0075992400759924
chr4	10kb_19_171_16800000_17490000	9.999000099990002e-05
chr4	10kb_8_28_24420000_24490000	0.0082991700829917
chr4	10kb_21_210_23890000_24270000	0.0254974502549745
chr4	5kb_21_210_25810000_25910000	0.0460953904609539
chr4	5kb_37_666_26010000_26195000	9.999000099990002e-05
chr4	5kb_32_496_24580000_24735000	0.0006999300069993
chr4	5kb_18_153_26320000_26405000	9.999000099990002e-05
chr4	10kb_12_66_26860000_26990000	9.999000099990002e-05
chr4	10kb_19_171_30700000_30890000	0.0042995700429957
chr4	5kb_2_1_42590000_42655000	0.0022997700229977
chr4	10kb_9_36_48830000_48910000	9.999000099990002e-05
chr4	10kb_16_120_48670000_48820000	0.0003999600039996
chr4	5kb_6_15_41250000_41275000	9.999000099990002e-05
chr4	5kb_17_136_41910000_41995000	0.035996400359964
chr4	10kb_34_561_40360000_40720000	9.999000099990002e-05
chr4	10kb_12_66_40730000_40840000	0.0062993700629937
chr4	10kb_22_231_39450000_39660000	9.999000099990002e-05
chr4	10kb_19_171_39790000_39970000	0.0253974602539746
chr4	5kb_4_6_39350000_39365000	0.0232976702329767
chr4	5kb_4_6_38585000_38670000	9.999000099990002e-05
chr4	5kb_9_36_55565000_55610000	0.001999800019998
chr4	5kb_4_6_57445000_57460000	0.016998300169983
chr4	5kb_6_15_57305000_57330000	9.999000099990002e-05
chr4	5kb_6_15_57275000_57300000	0.0022997700229977
chr4	5kb_11_55_56910000_56965000	0.0185981401859814
chr4	10kb_8_28_54340000_55090000	9.999000099990002e-05
chr4	10kb_1_0_8600000_8600000	0.0164983501649835
chr4	5kb_2_1_10070000_10075000	9.999000099990002e-05
chr4	5kb_2_1_9600000_9605000	0.0334966503349665
chr4	5kb_25_300_7805000_7930000	0.0020997900209979
chr4	5kb_32_496_6725000_6890000	0.022997700229977
chr4	5kb_3_3_6625000_6635000	0.0072992700729927
chr4	5kb_3_3_6675000_6685000	0.0058994100589941
chr4	5kb_3_3_6580000_6590000	0.0113988601139886
chr4	5kb_7_21_6435000_6470000	0.0178982101789821
chr4	5kb_4_6_6230000_6245000	0.0387961203879612
chr4	5kb_16_120_6105000_6180000	0.0016998300169983
chr4	5kb_3_3_5820000_5830000	0.0052994700529947
chr4	5kb_3_3_5880000_5890000	0.0102989701029897
chr4	5kb_8_28_535000_570000	0.0092990700929907
chr4	5kb_10_45_1240000_1285000	0.027997200279972
chr4	5kb_4_6_1855000_1870000	0.0142985701429857
chr4	5kb_4_6_1720000_1735000	0.04999500049995
chr4	5kb_4_6_1700000_1715000	0.0141985801419858
chr4	5kb_9_36_2055000_2095000	0.0126987301269873
chr4	5kb_6_15_2515000_2545000	0.000999900009999
chr4	5kb_10_45_3885000_3935000	0.0213978602139786
chr4	5kb_6_15_4370000_4395000	0.0008999100089991
chr4	5kb_13_78_2705000_2785000	0.0267973202679732
chr4	5kb_10_45_89740000_89785000	0.0163983601639836
chr4	5kb_8_28_93200000_93235000	9.999000099990002e-05
chr4	5kb_33_528_95320000_95495000	0.0012998700129987
chr4	10kb_26_325_93400000_93690000	0.0032996700329967
chr4	5kb_2_1_83770000_83775000	9.999000099990002e-05
chr4	5kb_5_10_83265000_83285000	0.0117988201179882
chr4	5kb_9_36_83295000_83335000	0.0006999300069993
chr4	5kb_4_6_83290000_83350000	9.999000099990002e-05
chr4	10kb_14_91_85750000_85880000	0.0077992200779922
chr4	5kb_5_10_88390000_88410000	0.0368963103689631
chr4	10kb_6_15_88300000_88350000	0.0218978102189781
chr4	5kb_14_91_87855000_87920000	9.999000099990002e-05
chr4	5kb_7_21_87925000_87970000	9.999000099990002e-05
chr4	5kb_14_91_87950000_88025000	0.0044995500449955
chr4	5kb_22_231_89005000_89110000	0.0036996300369963
chr4	10kb_20_190_89140000_89370000	0.0006999300069993
chr4	5kb_22_231_88770000_88890000	0.0003999600039996
chr4	5kb_13_78_88880000_88945000	9.999000099990002e-05
chr4	5kb_27_350_103600000_103940000	9.999000099990002e-05
chr4	10kb_8_28_103750000_103820000	0.0108989101089891
chr4	5kb_15_105_103350000_103470000	0.0450954904509549
chr4	5kb_7_21_103260000_103310000	9.999000099990002e-05
chr4	10kb_20_190_100810000_101000000	0.0411958804119588
chr4	10kb_21_210_101850000_102070000	0.0044995500449955
chr4	10kb_28_378_102080000_102380000	0.0004999500049995
chr4	5kb_23_253_99070000_99185000	0.0475952404759524
chr4	5kb_3_3_99835000_99845000	0.0094990500949905
chr4	5kb_4_6_99815000_99830000	0.0177982201779822
chr4	10kb_36_630_62000000_62350000	0.0011998800119988
chr4	5kb_4_6_57900000_57915000	0.0138986101389861
chr4	5kb_6_15_57940000_57965000	0.030996900309969
chr4	5kb_12_66_57780000_57840000	0.0072992700729927
chr4	5kb_5_10_73750000_73770000	0.0040995900409959
chr4	10kb_10_45_71670000_71760000	9.999000099990002e-05
chr4	10kb_12_66_71770000_71880000	0.0454954504549545
chr4	10kb_13_78_69190000_69320000	0.0003999600039996
chr4	10kb_5_10_70290000_70330000	9.999000099990002e-05
chr4	5kb_19_171_74035000_74130000	0.0005999400059994
chr4	5kb_2_1_73970000_73975000	0.0073992600739926
chr4	5kb_2_1_74840000_74845000	0.0177982201779822
chr4	10kb_8_28_74460000_74590000	0.0006999300069993
chr4	5kb_18_153_79640000_79725000	0.0003999600039996
chr4	10kb_10_45_78910000_79000000	0.0002999700029997
chr4	5kb_3_3_78740000_78750000	0.0002999700029997
chr4	5kb_3_3_78770000_78780000	0.0063993600639936
chr4	5kb_11_55_78585000_78735000	0.0152984701529847
chr4	5kb_14_91_76595000_76665000	0.0214978502149785
chr4	5kb_10_45_76550000_76600000	9.999000099990002e-05
chr4	5kb_31_465_77800000_77955000	9.999000099990002e-05
chr4	5kb_20_190_77985000_78080000	9.999000099990002e-05
chr4	5kb_17_136_77960000_78145000	0.0017998200179982
chr4	5kb_55_1481_77050000_77345000	0.0408959104089591
chr4	5kb_20_190_77545000_77650000	0.0216978302169783
chr4	5kb_14_91_77350000_77425000	0.0004999500049995
chr4	5kb_4_6_148645000_148660000	0.0048995100489951
chr4	5kb_5_10_148745000_148765000	0.0256974302569743
chr4	5kb_5_10_151505000_151535000	9.999000099990002e-05
chr4	5kb_6_15_151935000_151960000	0.0192980701929807
chr4	5kb_3_3_151965000_151975000	0.0010998900109989
chr4	5kb_5_10_153355000_153375000	0.0023997600239976
chr4	5kb_2_1_153715000_153720000	0.0045995400459954
chr4	5kb_5_10_153845000_153870000	0.0252974702529747
chr4	5kb_2_1_154710000_154955000	0.003999600039996
chr4	5kb_4_6_154690000_154705000	9.999000099990002e-05
chr4	5kb_2_1_155485000_155490000	9.999000099990002e-05
chr4	5kb_2_1_158935000_158940000	0.0378962103789621
chr4	5kb_4_6_159580000_159595000	0.044995500449955
chr4	5kb_4_6_159630000_159645000	0.0318968103189681
chr4	5kb_4_6_160520000_160535000	0.0024997500249975
chr4	5kb_12_66_159770000_160145000	0.0418958104189581
chr4	5kb_24_276_159650000_159780000	0.0131986801319868
chr4	10kb_8_28_160020000_160090000	0.0478952104789521
chr4	5kb_2_1_176445000_176450000	0.0385961403859614
chr4	5kb_22_231_170535000_170640000	0.0035996400359964
chr4	10kb_5_10_166400000_167010000	0.0017998200179982
chr4	5kb_5_10_169790000_169810000	9.999000099990002e-05
chr4	5kb_4_6_169990000_170005000	9.999000099990002e-05
chr4	5kb_1_0_164415000_164415000	9.999000099990002e-05
chr4	10kb_13_78_166260000_166390000	0.0010998900109989
chr4	5kb_2_1_165795000_165800000	0.0005999400059994
chr4	5kb_17_136_183040000_183135000	0.0083991600839916
chr4	5kb_5_10_183370000_183390000	0.0001999800019998
chr4	5kb_1_0_183535000_183535000	0.047995200479952
chr4	10kb_3_3_180960000_180990000	0.006999300069993
chr4	10kb_10_45_180050000_180160000	0.000999900009999
chr4	5kb_4_6_174075000_174090000	0.0055994400559944
chr4	5kb_7_21_174220000_174250000	9.999000099990002e-05
chr4	10kb_8_28_174400000_174470000	0.0081991800819918
chr4	5kb_7_21_175200000_175240000	0.004999500049995
chr4	10kb_13_78_175420000_175540000	0.004999500049995
chr4	5kb_14_91_178160000_178285000	0.0200979902009799
chr4	5kb_7_21_176535000_176570000	0.0163983601639836
chr4	5kb_17_136_176865000_177295000	0.0301969803019698
chr4	10kb_10_45_177640000_177740000	0.028997100289971
chr4	5kb_2_1_186060000_186065000	0.0396960303969603
chr4	5kb_7_21_186315000_186345000	0.0015998400159984
chr4	5kb_15_105_186680000_186755000	0.0315968403159684
chr4	5kb_2_1_187105000_187110000	0.0317968203179682
chr4	5kb_1_0_184645000_184645000	0.0193980601939806
chr4	5kb_2_1_184635000_184640000	0.0358964103589641
chr4	5kb_8_28_184300000_184335000	0.0007999200079992
chr4	5kb_4_6_184700000_184715000	0.0018998100189981
chr4	5kb_3_3_185105000_185115000	0.0005999400059994
chr4	5kb_5_10_184825000_184845000	0.0410958904109589
chr4	5kb_7_21_184880000_184915000	0.0035996400359964
chr4	5kb_5_10_185400000_185460000	0.0052994700529947
chr4	5kb_19_171_185305000_185415000	0.0133986601339866
chr4	10kb_7_21_190050000_190110000	0.0324967503249675
chr4	5kb_7_21_190380000_190415000	0.0087991200879912
chr4	5kb_4_6_187795000_187810000	0.0030996900309969
chr4	5kb_10_45_187565000_187615000	0.0105989401059894
chr4	5kb_7_21_187610000_187645000	0.0026997300269973
chr4	5kb_3_3_108900000_108910000	0.0061993800619938
chr4	5kb_2_1_109540000_109545000	0.0032996700329967
chr4	5kb_18_153_109015000_109175000	9.999000099990002e-05
chr4	5kb_6_15_107915000_107940000	0.0308969103089691
chr4	5kb_3_3_107235000_107245000	0.0044995500449955
chr4	5kb_5_10_106370000_106390000	0.0422957704229577
chr4	5kb_9_36_110930000_111090000	0.0115988401159884
chr4	5kb_7_21_111035000_111065000	0.0453954604539546
chr4	5kb_14_91_110330000_110535000	0.0041995800419958
chr4	5kb_4_6_111530000_111545000	9.999000099990002e-05
chr4	5kb_16_120_114460000_114685000	0.0005999400059994
chr4	5kb_15_105_114690000_114760000	0.0318968103189681
chr4	5kb_3_3_114295000_114305000	0.0112988701129887
chr4	5kb_4_6_113620000_113635000	9.999000099990002e-05
chr4	5kb_2_1_113680000_113685000	0.0371962803719628
chr4	5kb_3_3_113560000_113570000	9.999000099990002e-05
chr4	5kb_3_3_113665000_113675000	0.0016998300169983
chr4	5kb_2_1_113650000_113655000	0.0403959604039596
chr4	5kb_12_66_114030000_114095000	0.0032996700329967
chr4	5kb_7_21_113975000_114005000	0.0003999600039996
chr4	10kb_4_6_117480000_117510000	0.0090990900909909
chr4	5kb_1_0_119220000_119220000	0.0493950604939506
chr4	5kb_11_55_115460000_115520000	0.0010998900109989
chr4	5kb_5_10_120965000_120985000	0.0275972402759724
chr4	10kb_4_6_120480000_120540000	0.035996400359964
chr4	5kb_2_1_120130000_120135000	0.0034996500349965
chr4	5kb_2_1_119265000_119270000	0.0151984801519848
chr4	5kb_14_91_123650000_123805000	0.0004999500049995
chr4	5kb_15_105_123675000_123745000	0.0020997900209979
chr4	5kb_2_1_126230000_126235000	0.0017998200179982
chr4	5kb_13_78_124485000_124565000	0.0066993300669933
chr4	5kb_3_3_122575000_122585000	9.999000099990002e-05
chr4	5kb_2_1_122590000_122595000	9.999000099990002e-05
chr4	5kb_3_3_122600000_122610000	9.999000099990002e-05
chr4	5kb_2_1_122625000_122630000	0.0391960803919608
chr4	5kb_3_3_122730000_122740000	0.0128987101289871
chr4	5kb_2_1_129000000_129005000	0.0002999700029997
chr4	5kb_15_105_129490000_129795000	9.999000099990002e-05
chr4	5kb_9_36_129275000_129315000	0.0137986201379862
chr4	5kb_15_105_129200000_129270000	9.999000099990002e-05
chr4	5kb_16_120_128895000_128995000	0.0172982701729827
chr4	10kb_8_28_127860000_127930000	0.0307969203079692
chr4	5kb_1_0_125915000_125915000	0.0193980601939806
chr4	10kb_3_3_134050000_134070000	0.0080991900809919
chr4	5kb_21_210_144135000_144255000	0.0065993400659934
chr4	5kb_28_378_144260000_144425000	0.0003999600039996
chr4	10kb_2_1_141660000_141670000	0.0004999500049995
chr4	5kb_9_36_139090000_139130000	0.030996900309969
chr4	5kb_9_36_139135000_139185000	9.999000099990002e-05
chr4	5kb_7_21_139455000_139485000	0.008999100089991
chr4	5kb_1_0_140475000_140475000	9.999000099990002e-05
chr4	5kb_5_10_140315000_140335000	9.999000099990002e-05
chr4	5kb_8_28_140340000_140375000	0.0077992200779922
chr4	5kb_9_36_140255000_140305000	0.0260973902609739
chr4	5kb_13_78_140030000_140095000	9.999000099990002e-05
chr4	5kb_34_561_140645000_140830000	0.0143985601439856
chr4	5kb_6_15_140580000_140605000	0.0018998100189981
chr4	5kb_45_990_140930000_141185000	9.999000099990002e-05
chr4	5kb_9_36_146810000_146850000	0.0148985101489851
chr4	5kb_12_66_149360000_149420000	0.0105989401059894
chr4	5kb_1_0_162580000_162580000	0.0452954704529547
chr4	5kb_2_1_156530000_156535000	0.0354964503549645
chr4	5kb_14_91_157890000_157955000	0.002999700029997
chr4	5kb_2_1_13615000_13620000	9.999000099990002e-05
chr4	10kb_10_45_16900000_16990000	0.0002999700029997
chr4	5kb_7_21_16580000_16610000	0.0005999400059994
chr4	5kb_3_3_15655000_15665000	0.0056994300569943
chr4	5kb_1_0_15650000_15650000	0.0424957504249575
chr4	5kb_12_66_15670000_15735000	0.0008999100089991
chr4	10kb_10_45_16800000_16890000	9.999000099990002e-05
chr4	5kb_8_28_24460000_24495000	0.0032996700329967
chr4	10kb_11_55_24000000_24270000	0.0237976202379762
chr4	5kb_11_55_25810000_25860000	0.0051994800519948
chr4	5kb_13_78_26010000_26070000	0.0023997600239976
chr4	5kb_24_276_26075000_26195000	0.0117988201179882
chr4	5kb_19_171_24580000_24670000	0.0003999600039996
chr4	5kb_8_28_26320000_26355000	9.999000099990002e-05
chr4	5kb_13_78_26860000_26935000	9.999000099990002e-05
chr4	10kb_6_15_30700000_30770000	0.0007999200079992
chr4	5kb_7_21_48830000_48860000	9.999000099990002e-05
chr4	10kb_7_21_48760000_48820000	0.0004999500049995
chr4	5kb_3_3_41250000_41260000	0.0011998800119988
chr4	5kb_3_3_41265000_41275000	9.999000099990002e-05
chr4	5kb_8_28_41910000_41945000	0.0094990500949905
chr4	5kb_8_28_40050000_40085000	0.0190980901909809
chr4	5kb_38_703_40520000_40725000	9.999000099990002e-05
chr4	5kb_1_0_40845000_40845000	0.0012998700129987
chr4	5kb_23_253_40730000_40840000	0.0398960103989601
chr4	5kb_31_464_39510000_39665000	9.999000099990002e-05
chr4	5kb_13_78_39450000_39520000	0.047995200479952
chr4	5kb_36_630_39790000_39975000	0.0202979702029797
chr4	5kb_2_1_38665000_38670000	9.999000099990002e-05
chr4	5kb_6_15_55585000_55610000	0.0131986801319868
chr4	5kb_3_3_55565000_55575000	0.0124987501249875
chr4	5kb_2_1_57455000_57460000	0.0044995500449955
chr4	5kb_3_3_57320000_57330000	9.999000099990002e-05
chr4	5kb_4_6_57275000_57290000	0.0157984201579842
chr4	5kb_2_1_57295000_57300000	0.0133986601339866
chr4	5kb_14_91_54770000_55095000	0.0003999600039996
chr4	10kb_8_28_54880000_54950000	0.0088991100889911
chr4	5kb_1_0_8110000_8110000	0.0486951304869513
chr4	5kb_2_1_9525000_9530000	0.0403959604039596
chr4	5kb_7_21_7935000_7965000	0.0437956204379562
chr4	5kb_14_91_7865000_7930000	0.005999400059994
chr4	5kb_2_1_7140000_7145000	0.0431956804319568
chr4	5kb_1_0_6635000_6635000	0.0036996300369963
chr4	5kb_1_0_6675000_6675000	0.0054994500549945
chr4	5kb_1_0_6580000_6580000	0.0451954804519548
chr4	5kb_4_6_6450000_6470000	0.0123987601239876
chr4	5kb_4_6_4865000_4880000	0.0130986901309869
chr4	5kb_1_0_6245000_6245000	0.0172982701729827
chr4	5kb_9_36_6140000_6180000	9.999000099990002e-05
chr4	5kb_1_0_5820000_5820000	0.000999900009999
chr4	5kb_2_1_5885000_5890000	0.0090990900909909
chr4	5kb_4_6_555000_570000	0.0028997100289971
chr4	5kb_10_45_785000_835000	0.0398960103989601
chr4	5kb_6_15_1240000_1265000	0.0186981301869813
chr4	5kb_2_1_1865000_1870000	0.0195980401959804
chr4	5kb_2_1_1720000_1725000	0.0392960703929607
chr4	5kb_2_1_1710000_1715000	0.0371962803719628
chr4	5kb_4_6_2055000_2070000	0.0034996500349965
chr4	5kb_5_10_2490000_2510000	0.0293970602939706
chr4	5kb_3_3_2525000_2545000	9.999000099990002e-05
chr4	5kb_4_6_3915000_3935000	0.0064993500649935
chr4	5kb_3_3_4385000_4395000	0.0005999400059994
chr4	5kb_4_6_89740000_89755000	0.007999200079992
chr4	5kb_4_6_90740000_90755000	0.0431956804319568
chr4	10kb_3_3_92230000_92370000	0.0303969603039696
chr4	5kb_3_3_93225000_93235000	9.999000099990002e-05
chr4	5kb_12_66_95320000_95495000	0.0035996400359964
chr4	10kb_11_55_93550000_93690000	9.999000099990002e-05
chr4	5kb_2_1_83710000_83715000	9.999000099990002e-05
chr4	5kb_2_1_83200000_83205000	0.0377962203779622
chr4	5kb_3_3_83275000_83285000	0.0378962103789621
chr4	5kb_5_10_83295000_83315000	0.0004999500049995
chr4	5kb_3_3_83340000_83350000	9.999000099990002e-05
chr4	10kb_16_120_82960000_83110000	0.0186981301869813
chr4	5kb_27_351_85750000_85885000	0.0071992800719928
chr4	5kb_3_3_88400000_88410000	0.0130986901309869
chr4	5kb_6_15_88330000_88355000	0.0020997900209979
chr4	5kb_4_6_88030000_88045000	0.0231976802319768
chr4	5kb_7_21_87855000_87885000	9.999000099990002e-05
chr4	5kb_7_21_87890000_87920000	0.0041995800419958
chr4	5kb_2_1_87965000_87970000	9.999000099990002e-05
chr4	5kb_5_10_87925000_87945000	9.999000099990002e-05
chr4	5kb_4_6_87820000_87835000	0.0033996600339966
chr4	5kb_8_28_87990000_88025000	0.0061993800619938
chr4	5kb_10_45_89065000_89110000	9.999000099990002e-05
chr4	5kb_39_741_89140000_89375000	0.0006999300069993
chr4	5kb_13_78_88770000_88840000	0.0250974902509749
chr4	5kb_9_36_88775000_88890000	0.0021997800219978
chr4	5kb_9_36_88880000_88925000	9.999000099990002e-05
chr4	10kb_8_28_104310000_104380000	0.0350964903509649
chr4	5kb_1_0_103675000_103675000	0.000999900009999
chr4	5kb_26_325_103600000_103940000	9.999000099990002e-05
chr4	10kb_4_6_103750000_103780000	0.0151984801519848
chr4	5kb_11_55_103380000_103470000	0.0374962503749625
chr4	5kb_4_6_103260000_103285000	9.999000099990002e-05
chr4	10kb_7_21_100810000_100870000	0.0481951804819518
chr4	10kb_10_45_101850000_101960000	0.0144985501449855
chr4	10kb_17_136_102080000_102250000	0.0003999600039996
chr4	5kb_1_0_99845000_99845000	0.044995500449955
chr4	5kb_2_1_99815000_99820000	0.0055994400559944
chr4	5kb_2_1_65470000_65475000	0.0403959604039596
chr4	10kb_16_120_62000000_62150000	0.0006999300069993
chr4	5kb_1_0_57575000_57575000	0.0197980201979802
